Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,825,1203,-1.000,-1.000,-7954273
1,2,825,1203,0.000,0.000,-11768979
1,3,822,1200,1.813,0.907,-5059894
1,4,822,1197,1.282,0.641,-514
1,5,816,1197,2.564,1.282,-6574162
1,6,816,1197,0.000,0.000,-4603453
1,7,813,1212,6.537,3.269,-3679783
1,8,819,1209,2.867,1.433,-2498076
1,9,822,1206,1.813,0.907,-787205
1,10,834,1197,6.410,3.205,-3352615
1,11,834,1197,0.000,0.000,-1
1,12,822,1191,5.734,2.867,-8546408
1,13,813,1197,4.623,2.311,-11374739
1,14,813,1191,2.564,1.282,-16301758
1,15,813,1194,1.282,0.641,-5918287
1,16,804,1188,4.623,2.311,-7295827
1,17,804,1188,0.000,0.000,-2696485
1,18,804,1182,2.564,1.282,-4798779
1,19,804,1194,5.128,2.564,-6639696
1,20,801,1185,4.054,2.027,-3
1,21,807,1191,3.626,1.813,-3023908
1,22,804,1200,4.054,2.027,-10324615
1,23,804,1194,2.564,1.282,-16769765
1,24,801,1188,2.867,1.433,-393217
1,25,807,1188,2.564,1.282,-11048599
1,26,816,1176,6.410,3.205,-12164249
1,27,786,1185,13.385,6.693,-132100
1,28,801,1191,6.904,3.452,-1972249
1,29,801,1191,0.000,0.000,-15976393
1,30,798,1188,1.813,0.907,-8547691
1,31,801,1188,1.282,0.641,-12552849
1,32,810,1182,4.623,2.311,-16772850
1,33,810,1182,0.000,0.000,-9505038
1,34,810,1182,0.000,0.000,-14400960
1,35,810,1188,2.564,1.282,-13147294
1,36,810,1188,0.000,0.000,-659723
1,37,810,1191,1.282,0.641,-514
1,38,807,1194,1.813,0.907,-8615024
1,39,810,1212,7.798,3.899,-3
1,40,810,1212,0.000,0.000,-3746601
1,41,816,1221,4.623,2.311,-11041152
1,42,825,1227,4.623,2.311,-986635
1,43,828,1224,1.813,0.907,-196609
1,44,831,1230,2.867,1.433,-6046787
1,45,834,1233,1.813,0.907,-13211292
1,46,834,1236,1.282,0.641,-196609
1,47,843,1239,4.054,2.027,-4928308
1,48,846,1245,2.867,1.433,-1379596
1,49,849,1248,1.813,0.907,-12096663
1,50,852,1251,1.813,0.907,-65537
1,51,852,1251,0.000,0.000,-5586754
1,52,852,1251,0.000,0.000,-1182987
1,53,855,1251,1.282,0.641,-65537
1,54,861,1239,5.734,2.867,-518
1,55,861,1239,0.000,0.000,-4599859
1,56,861,1239,0.000,0.000,-1
1,57,861,1239,0.000,0.000,-1576462
1,58,861,1239,0.000,0.000,-1182987
1,59,861,1239,0.000,0.000,-12033439
1,60,861,1239,0.000,0.000,-10584964
1,61,861,1239,0.000,0.000,-4600885
1,62,864,1239,1.282,0.641,-66821
1,63,867,1242,1.813,0.907,-196867
1,64,867,1245,1.282,0.641,-4009522
1,65,870,1248,1.813,0.907,-262145
1,66,873,1251,1.813,0.907,-8937057
1,67,873,1251,0.000,0.000,-3286304
1,68,873,1251,0.000,0.000,-15316923
1,69,873,1251,0.000,0.000,-851969
1,70,873,1251,0.000,0.000,-513
1,71,873,1251,0.000,0.000,-4794151
1,72,867,1251,2.564,1.282,-14796227
1,73,864,1257,2.867,1.433,-13548472
