Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,897,648,-1.000,-1.000,-3945269
1,2,909,642,5.734,2.867,-2235421
1,3,894,639,6.537,3.269,-4272437
1,4,900,639,2.564,1.282,-9796990
1,5,888,630,6.410,3.205,-1511698
1,6,882,636,3.626,1.813,-5128256
1,7,882,639,1.282,0.641,-2169882
1,8,888,627,5.734,2.867,-6704719
1,9,888,621,2.564,1.282,-4339768
1,10,888,612,3.846,1.923,-1181704
1,11,888,597,6.410,3.205,-8220015
1,12,885,612,6.537,3.269,-262145
1,13,903,579,16.064,8.032,-4799806
1,14,903,546,14.103,7.051,-257
1,15,909,534,5.734,2.867,-1380112
1,16,918,546,6.410,3.205,-9666431
1,17,924,579,14.334,7.167,-4800570
1,18,930,594,6.904,3.452,-4273462
1,19,924,582,5.734,2.867,-7497831
1,20,936,573,6.410,3.205,-2298645
1,21,924,564,6.410,3.205,-6112328
1,22,915,528,15.858,7.929,-3811883
1,23,894,480,22.390,11.195,-12425628
1,24,837,447,28.147,14.073,-1
1,25,828,429,8.600,4.300,-327681
1,26,816,414,8.209,4.105,-525832
1,27,816,405,3.846,1.923,-196609
1,28,843,384,14.618,7.309,-257
1,29,861,408,12.821,6.410,-2629662
1,30,885,441,17.438,8.719,-3088673
1,31,900,471,14.334,7.167,-5258300
1,32,900,486,6.410,3.205,-5717822
1,33,897,519,14.161,7.080,-2629150
1,34,909,534,8.209,4.105,-5260612
1,35,915,528,3.626,1.813,-327681
1,36,912,519,4.054,2.027,-2302497
1,37,903,525,4.623,2.311,-7035994
1,38,891,501,11.467,5.734,-4335140
1,39,879,492,6.410,3.205,-11505806
1,40,861,489,7.798,3.899,-4336171
1,41,864,504,6.537,3.269,-3152924
1,42,786,489,33.944,16.972,-984584
1,43,759,471,13.868,6.934,-2233879
1,44,744,471,6.410,3.205,-4530468
1,45,738,474,2.867,1.433,-1049605
1,46,723,480,6.904,3.452,-1
1,47,690,510,19.059,9.530,-8350314
1,48,669,576,29.598,14.799,-8737881
1,49,675,612,15.597,7.798,-2234392
1,50,687,651,17.438,8.719,-7561055
1,51,714,660,12.163,6.081,-1708561
1,52,747,660,14.103,7.051,-7491412
1,53,759,663,5.286,2.643,-8610147
1,54,714,663,19.231,9.615,-3156007
1,55,678,654,15.858,7.929,-10515574
1,56,657,648,9.333,4.667,-9991797
1,57,675,669,11.820,5.910,-3024421
1,58,699,672,10.336,5.168,-3022881
1,59,717,678,8.108,4.054,-12492961
1,60,726,678,3.846,1.923,-5061951
1,61,729,657,9.065,4.533,-11366772
1,62,732,657,1.282,0.641,-4600372
1,63,765,657,14.103,7.051,-3811369
1,64,771,633,10.572,5.286,-4339255
1,65,783,636,5.286,2.643,-3745321
1,66,795,630,5.734,2.867,-6307138
1,67,792,636,2.867,1.433,-5849926
1,68,777,651,9.065,4.533,-2826271
1,69,771,654,2.867,1.433,-4795693
1,70,768,654,1.282,0.641,-7231063
1,71,762,666,5.734,2.867,-1641997
1,72,732,696,18.131,9.065,-1051660
1,73,708,708,11.467,5.734,-1312777
1,74,702,714,3.626,1.813,-5457221
1,75,702,717,1.282,0.641,-131587
1,76,717,732,9.065,4.533,-7623766
1,77,723,732,2.564,1.282,-1380112
1,78,741,765,16.064,8.032,-3089443
1,79,726,735,14.334,7.167,-257
1,80,741,726,7.476,3.738,-3748914
1,81,747,717,4.623,2.311,-920590
1,82,774,702,13.200,6.600,-5454652
1,83,780,693,4.623,2.311,-8611433
1,84,789,693,3.846,1.923,-2234905
1,85,798,693,3.846,1.923,-2630432
1,86,816,699,8.108,4.054,-1379342
1,87,810,708,4.623,2.311,-8216418
1,88,798,708,5.128,2.564,-4596772
1,89,807,714,4.623,2.311,-5193536
1,90,810,717,1.813,0.907,-3615532
3,1,2202,582,-1.000,-1.000,-10980235
3,2,2199,576,2.867,1.433,-3484720
3,3,2199,561,6.410,3.205,-4208695
3,4,2199,561,0.000,0.000,-4142389
3,5,2199,561,0.000,0.000,-2038042
3,6,2193,561,2.564,1.282,-7234662
3,7,2190,567,2.867,1.433,-3748914
3,8,2190,567,0.000,0.000,-10975870
3,9,2193,573,2.867,1.433,-7824742
3,10,2193,564,3.846,1.923,-65537
3,11,2196,552,5.286,2.643,-5326663
3,12,2196,546,2.564,1.282,-4930877
3,13,2196,531,6.410,3.205,-4141876
3,14,2196,519,5.128,2.564,-7231833
3,15,2196,510,3.846,1.923,-3222570
3,16,2220,504,10.572,5.286,-3286053
3,17,2220,504,0.000,0.000,-6834765
3,18,2217,486,7.798,3.899,-7297883
3,19,2217,474,5.128,2.564,-5126203
3,20,2217,468,2.564,1.282,-4732986
3,21,2220,462,2.867,1.433,-131074
3,22,2220,459,1.282,0.641,-6180944
3,23,2220,459,0.000,0.000,-1050631
3,24,2214,462,2.867,1.433,-7494752
3,25,2214,459,1.282,0.641,-10982293
3,26,2211,459,1.282,0.641,-7628390
3,27,2211,450,3.846,1.923,-8812665
3,28,2211,447,1.282,0.641,-196609
3,29,2208,438,4.054,2.027,-1642768
3,30,2205,426,5.286,2.643,-9010813
3,31,2193,417,6.410,3.205,-6835792
3,32,2190,417,1.282,0.641,-6047818
3,33,2193,420,1.813,0.907,-5589577
3,34,2193,423,1.282,0.641,-7165787
3,35,2187,423,2.564,1.282,-12099745
3,36,2184,423,1.282,0.641,-2432800
3,37,2172,405,9.245,4.623,-10454407
3,38,2163,399,4.623,2.311,-8349291
3,39,2163,393,2.564,1.282,-5456708
3,40,2163,387,2.564,1.282,-9337979
3,41,2160,387,1.282,0.641,-984584
3,42,2163,384,1.813,0.907,-4275004
3,43,2172,375,5.439,2.720,-9272186
3,44,2175,372,1.813,0.907,-8346975
3,45,2178,366,2.867,1.433,-9599611
3,46,2178,363,1.282,0.641,-6575449
3,47,2184,360,2.867,1.433,-7825257
3,48,2190,354,3.626,1.813,-11244434
3,49,2193,351,1.813,0.907,-6116692
3,50,2202,324,12.163,6.081,-16439512
3,51,2208,336,5.734,2.867,-458756
3,52,2205,345,4.054,2.027,-2958374
3,53,2202,345,1.282,0.641,-1971479
3,54,2202,333,5.128,2.564,-4139821
3,55,2202,330,1.282,0.641,-6574675
3,56,2208,321,4.623,2.311,-525318
