Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1419,426,-1.000,-1.000,-10321792
1,2,1425,426,2.564,1.282,-9072754
1,3,1428,426,1.282,0.641,-9269363
1,4,1431,429,1.813,0.907,-10388614
1,5,1437,432,2.867,1.433,-6836305
1,6,1449,438,5.734,2.867,-10128011
1,7,1455,441,2.867,1.433,-8285807
1,8,1455,444,1.282,0.641,-7168609
1,9,1461,447,2.867,1.433,-7758436
1,10,1467,453,3.626,1.813,-9139576
1,11,1479,468,8.209,4.105,-8218728
1,12,1491,474,5.734,2.867,-8679536
1,13,1503,483,6.410,3.205,-8811122
1,14,1515,489,5.734,2.867,-6838361
1,15,1524,495,4.623,2.311,-8350060
1,16,1524,495,0.000,0.000,-8021608
1,17,1527,498,1.813,0.907,-8677480
1,18,1530,504,2.867,1.433,-65794
1,19,1530,504,0.000,0.000,-65537
1,20,1533,507,1.813,0.907,-10126982
1,21,1533,510,1.282,0.641,-12821924
1,22,1536,513,1.813,0.907,-10651786
1,23,1539,519,2.867,1.433,-10982804
1,24,1539,528,3.846,1.923,-8152163
1,25,1539,531,1.282,0.641,-9796736
1,26,1542,534,1.813,0.907,-10719121
1,27,1542,540,2.564,1.282,-7758436
1,28,1542,543,1.282,0.641,-9601921
1,29,1545,546,1.813,0.907,-14403779
1,30,1545,546,0.000,0.000,-8151650
1,31,1548,546,1.282,0.641,-11702418
1,32,1548,546,0.000,0.000,-10979981
1,33,1548,546,0.000,0.000,-9205623
1,34,1548,546,0.000,0.000,-8745329
1,35,1554,546,2.564,1.282,-6379093
1,36,1554,546,0.000,0.000,-7757923
1,37,1569,552,6.904,3.452,-8218726
1,38,1578,552,3.846,1.923,-9139058
1,39,1581,555,1.813,0.907,-8611174
1,40,1587,555,2.564,1.282,-8087142
1,41,1587,555,0.000,0.000,-6771539
1,42,1593,555,2.564,1.282,-6903125
1,43,1596,549,2.867,1.433,-9733766
1,44,1605,534,7.476,3.738,-9073783
1,45,1611,522,5.734,2.867,-7623766
1,46,1611,513,3.846,1.923,-7429471
1,47,1620,501,6.410,3.205,-7429471
1,48,1632,483,9.245,4.623,-8678509
1,49,1641,471,6.410,3.205,-9730684
1,50,1644,471,1.282,0.641,-8811635
1,51,1647,468,1.813,0.907,-7233633
1,52,1656,465,4.054,2.027,-6442576
1,53,1662,462,2.867,1.433,-10456462
1,54,1665,459,1.813,0.907,-6178891
1,55,1671,459,2.564,1.282,-8614258
1,56,1671,456,1.282,0.641,-8349031
1,57,1686,450,6.904,3.452,-7231063
1,58,1695,444,4.623,2.311,-9732226
1,59,1710,441,6.537,3.269,-6114638
1,60,1728,435,8.108,4.054,-6310990
1,61,1737,432,4.054,2.027,-9470335
1,62,1737,429,1.282,0.641,-5194564
1,63,1743,429,2.564,1.282,-12099232
1,64,1764,420,9.764,4.882,-10125701
1,65,1803,405,17.857,8.928,-13090236
1,66,1836,393,15.006,7.503,-7889509
1,67,1845,393,3.846,1.923,-7757923
1,68,1851,393,2.564,1.282,-5192250
1,69,1857,384,4.623,2.311,-10390156
1,70,1860,372,5.286,2.643,-8614256
1,71,1866,360,5.734,2.867,-6575702
1,72,1869,351,4.054,2.027,-10254972
1,73,1869,348,1.282,0.641,-9270646
1,74,1869,342,2.564,1.282,-13875643
1,75,1869,324,7.692,3.846,-12366256
1,76,1869,321,1.282,0.641,-12881297
1,77,1869,318,1.282,0.641,-11639964
1,78,1869,312,2.564,1.282,-10191494
1,79,1866,300,5.286,2.643,-9140087
1,80,1866,288,5.128,2.564,-13480885
1,81,1860,288,2.564,1.282,-10062218
1,82,1857,291,1.813,0.907,-10390414
1,83,1857,291,0.000,0.000,-12559013
1,84,1857,291,0.000,0.000,-7493981
1,85,1851,291,2.564,1.282,-9995139
1,86,1848,291,1.282,0.641,-9995398
1,87,1845,291,1.282,0.641,-6376270
1,88,1839,291,2.564,1.282,-4403251
1,89,1839,288,1.282,0.641,-6640468
1,90,1839,288,0.000,0.000,-7297885
3,1,1317,870,-1.000,-1.000,-11111308
3,2,1317,870,0.000,0.000,-9536387
3,3,1317,870,0.000,0.000,-9863553
3,4,1317,870,0.000,0.000,-8416879
3,5,1317,870,0.000,0.000,-5062980
3,6,1317,873,1.282,0.641,-4604223
3,7,1317,873,0.000,0.000,-5126203
3,8,1317,879,2.564,1.282,-5260612
3,9,1317,885,2.564,1.282,-1184273
3,10,1317,888,1.282,0.641,-985354
3,11,1320,891,1.813,0.907,-5191478
