Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,771,768,-1.000,-1.000,-15251126
1,2,771,768,0.000,0.000,-14264485
1,3,777,783,6.904,3.452,-10973043
1,4,777,789,2.564,1.282,-5520191
1,5,780,789,1.282,0.641,-10849416
1,6,783,789,1.282,0.641,-11960449
1,7,792,804,7.476,3.738,-14133674
1,8,792,807,1.282,0.641,-5913661
1,9,792,810,1.282,0.641,-9664375
1,10,792,813,1.282,0.641,-11304835
1,11,801,825,6.410,3.205,-8672855
1,12,807,837,5.734,2.867,-7622739
1,13,813,840,2.867,1.433,-11505804
1,14,816,843,1.813,0.907,-9988717
1,15,816,843,0.000,0.000,-9795186
1,16,825,855,6.410,3.205,-7429208
1,17,831,867,5.734,2.867,-11571346
1,18,840,885,8.600,4.300,-12358806
1,19,843,885,1.282,0.641,-11039865
1,20,846,891,2.867,1.433,-11505036
1,21,849,894,1.813,0.907,-13478314
1,22,852,894,1.282,0.641,-11572112
1,23,852,897,1.282,0.641,-10317683
1,24,855,900,1.813,0.907,-11043205
1,25,858,903,1.813,0.907,-14533306
1,26,858,903,0.000,0.000,-13028026
1,27,861,903,1.282,0.641,-8807011
1,28,864,906,1.813,0.907,-9659752
1,29,867,906,1.282,0.641,-9989998
1,30,867,909,1.282,0.641,-5
1,31,867,912,1.282,0.641,-9529707
1,32,870,915,1.813,0.907,-10320765
1,33,873,918,1.813,0.907,-11832462
1,34,873,918,0.000,0.000,-8547950
1,35,876,924,2.867,1.433,-14657708
1,36,876,927,1.282,0.641,-9661552
1,37,882,927,2.564,1.282,-7233373
1,38,891,927,3.846,1.923,-8809580
1,39,894,927,1.282,0.641,-8412253
1,40,897,927,1.282,0.641,-8679536
1,41,900,924,1.813,0.907,-9400688
1,42,903,921,1.813,0.907,-10850446
1,43,906,921,1.282,0.641,-9403002
1,44,906,918,1.282,0.641,-2695196
1,45,909,915,1.813,0.907,-9532789
1,46,915,915,2.564,1.282,-8808553
1,47,915,912,1.282,0.641,-7756378
1,48,924,912,3.846,1.923,-9332585
1,49,930,909,2.867,1.433,-13543337
1,50,936,909,2.564,1.282,-8415337
1,51,939,909,1.282,0.641,-9992314
1,52,945,909,2.564,1.282,-9469052
1,53,948,909,1.282,0.641,-9658985
1,54,948,906,1.282,0.641,-8019296
1,55,951,906,1.282,0.641,-5786438
1,56,957,906,2.564,1.282,-7823196
1,57,957,906,0.000,0.000,-10058618
1,58,963,906,2.564,1.282,-10194569
1,59,972,903,4.054,2.027,-9141370
1,60,972,903,0.000,0.000,-8017497
1,61,978,903,2.564,1.282,-9995909
1,62,981,900,1.813,0.907,-8937827
1,63,984,900,1.282,0.641,-9731965
1,64,987,900,1.282,0.641,-7032401
1,65,987,900,0.000,0.000,-66049
1,66,987,900,0.000,0.000,-6572618
1,67,990,900,1.282,0.641,-10979463
1,68,996,900,2.564,1.282,-10388614
1,69,996,897,1.282,0.641,-9270646
1,70,1002,897,2.564,1.282,-7362647
1,71,1005,897,1.282,0.641,-8282209
1,72,1008,897,1.282,0.641,-10454918
1,73,1011,897,1.282,0.641,-10442585
1,74,1011,897,0.000,0.000,-9533305
1,75,1014,894,1.813,0.907,-7425621
1,76,1020,894,2.564,1.282,-10057078
1,77,1020,891,1.282,0.641,-12713985
1,78,1026,891,2.564,1.282,-13150891
1,79,1029,888,1.813,0.907,-8675686
1,80,1032,888,1.282,0.641,-5963777
1,81,1035,888,1.282,0.641,-9931146
1,82,1038,882,2.867,1.433,-10716037
1,83,1038,879,1.282,0.641,-9336439
1,84,1038,879,0.000,0.000,-655361
1,85,1038,873,2.564,1.282,-8089711
1,86,1041,873,1.282,0.641,-10323330
1,87,1044,870,1.813,0.907,-8215389
1,88,1047,864,2.867,1.433,-16505305
1,89,1050,864,1.282,0.641,-8874859
1,90,1050,864,0.000,0.000,-13807792
3,1,1533,1656,-1.000,-1.000,-7951702
3,2,1533,1641,6.410,3.205,-4732216
3,3,1533,1641,0.000,0.000,-6179145
3,4,1536,1641,1.282,0.641,-10387072
3,5,1536,1644,1.282,0.641,-9793138
3,6,1539,1644,1.282,0.641,-7032401
3,7,1539,1650,2.564,1.282,-8216418
3,8,1539,1656,2.564,1.282,-9864325
3,9,1542,1659,1.813,0.907,-8810095
3,10,1542,1659,0.000,0.000,-10257028
3,11,1542,1659,0.000,0.000,-7753296
3,12,1542,1659,0.000,0.000,-12095893
3,13,1542,1659,0.000,0.000,-9598067
3,14,1539,1662,1.813,0.907,-7358024
3,15,1539,1668,2.564,1.282,-7952215
3,16,1539,1668,0.000,0.000,-7690072
3,17,1539,1671,1.282,0.641,-6637643
3,18,1539,1677,2.564,1.282,-9206134
3,19,1536,1677,1.282,0.641,-8941679
3,20,1527,1668,5.439,2.720,-8546408
3,21,1524,1668,1.282,0.641,-8086372
3,22,1521,1665,1.813,0.907,-8614256
3,23,1521,1662,1.282,0.641,-9731197
3,24,1503,1662,7.692,3.846,-8350312
3,25,1500,1656,2.867,1.433,-7231061
3,26,1500,1644,5.128,2.564,-13943741
3,27,1500,1644,0.000,0.000,-6312528
3,28,1503,1635,4.054,2.027,-8545122
3,29,1509,1629,3.626,1.813,-11962765
3,30,1509,1629,0.000,0.000,-9529193
3,31,1512,1620,4.054,2.027,-8546408
3,32,1497,1593,13.200,6.600,-7954786
3,33,1500,1593,1.282,0.641,-8547691
3,34,1503,1590,1.813,0.907,-8810095
3,35,1506,1590,1.282,0.641,-7495262
3,36,1515,1587,4.054,2.027,-9069415
3,37,1527,1587,5.128,2.564,-10125953
3,38,1536,1575,6.410,3.205,-8352113
3,39,1557,1569,9.333,4.667,-16774900
3,40,1641,1524,40.724,20.362,-7888993
3,41,1668,1500,15.438,7.719,-6704719
3,42,1671,1500,1.282,0.641,-8349544
3,43,1674,1500,1.282,0.641,-6837843
3,44,1674,1500,0.000,0.000,-6375754
3,45,1674,1500,0.000,0.000,-10318458
3,46,1674,1497,1.282,0.641,-8412514
3,47,1674,1491,2.564,1.282,-3
3,48,1674,1491,0.000,0.000,-8284521
3,49,1674,1491,0.000,0.000,-13740971
3,50,1674,1491,0.000,0.000,-11509146
3,51,1674,1488,1.282,0.641,-5391169
3,52,1674,1485,1.282,0.641,-16774899
3,53,1674,1485,0.000,0.000,-10918808
3,54,1674,1485,0.000,0.000,-10059133
3,55,1674,1485,0.000,0.000,-8086372
3,56,1674,1482,1.282,0.641,-6574160
3,57,1674,1482,0.000,0.000,-8416364
3,58,1674,1476,2.564,1.282,-9466996
3,59,1677,1476,1.282,0.641,-11508637
3,60,1677,1473,1.282,0.641,-9204599
3,61,1677,1470,1.282,0.641,-8941168
3,62,1677,1467,1.282,0.641,-11440271
3,63,1677,1467,0.000,0.000,-12492959
3,64,1677,1461,2.564,1.282,-10978180
3,65,1677,1461,0.000,0.000,-9072752
3,66,1677,1455,2.564,1.282,-7628131
3,67,1677,1452,1.282,0.641,-7627361
3,68,1677,1446,2.564,1.282,-5980483
3,69,1677,1443,1.282,0.641,-10723999
3,70,1680,1440,1.813,0.907,-7626848
3,71,1683,1434,2.867,1.433,-9334897
3,72,1686,1434,1.282,0.641,-8547950
3,73,1695,1422,6.410,3.205,-8087142
3,74,1701,1413,4.623,2.311,-8811637
3,75,1707,1401,5.734,2.867,-8218987
3,76,1710,1398,1.813,0.907,-7232605
3,77,1713,1395,1.813,0.907,-11047055
3,78,1713,1395,0.000,0.000,-7693924
3,79,1716,1389,2.867,1.433,-9862783
3,80,1719,1386,1.813,0.907,-15254725
3,81,1722,1386,1.282,0.641,-7758436
3,82,1722,1380,2.564,1.282,-9072754
3,83,1722,1371,3.846,1.923,-4009776
3,84,1722,1362,3.846,1.923,-9994369
3,85,1722,1356,2.564,1.282,-9469052
3,86,1725,1353,1.813,0.907,-3352360
3,87,1725,1347,2.564,1.282,-1642514
3,88,1725,1347,0.000,0.000,-8482670
3,89,1725,1341,2.564,1.282,-10060678
3,90,1725,1338,1.282,0.641,-655361
5,1,996,450,-1.000,-1.000,-9334899
5,2,996,450,0.000,0.000,-9205623
5,3,996,447,1.282,0.641,-11701133
5,4,996,444,1.282,0.641,-10980235
5,5,993,441,1.813,0.907,-12294040
5,6,993,441,0.000,0.000,-13146781
5,7,990,438,1.813,0.907,-9138031
5,8,981,438,3.846,1.923,-9267566
5,9,978,435,1.813,0.907,-12624545
5,10,975,435,1.282,0.641,-10912387
5,11,972,432,1.813,0.907,-8150882
5,12,969,429,1.813,0.907,-8153194
5,13,969,426,1.282,0.641,-9400692
5,14,969,417,3.846,1.923,-11240582
5,15,969,417,0.000,0.000,-9072501
5,16,969,414,1.282,0.641,-11443355
5,17,969,408,2.564,1.282,-10845054
5,18,969,408,0.000,0.000,-11902105
5,19,969,408,0.000,0.000,-10189177
5,20,969,402,2.564,1.282,-10454405
5,21,966,402,1.282,0.641,-11966615
5,22,966,399,1.282,0.641,-12101026
5,23,966,399,0.000,0.000,-10589073
5,24,966,399,0.000,0.000,-12097944
5,25,963,396,1.813,0.907,-11309198
