Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1848,2064,-1.000,-1.000,-10384756
1,2,1842,2055,4.623,2.311,-3613990
1,3,1839,2052,1.813,0.907,-16768474
1,4,1839,2055,1.282,0.641,-8280669
1,5,1821,2034,11.820,5.910,-9335410
1,6,1827,2037,2.867,1.433,-2498846
1,7,1833,2043,3.626,1.813,-7232603
1,8,1839,2025,8.108,4.054,-11113877
1,9,1839,2025,0.000,0.000,-6576470
1,10,1836,2025,1.282,0.641,-5260869
1,11,1836,2019,2.564,1.282,-4271405
1,12,1860,2016,10.336,5.168,-514
1,13,1857,2013,1.813,0.907,-2300697
1,14,1872,2004,7.476,3.738,-7690070
1,15,1869,2013,4.054,2.027,-1905169
1,16,1875,2004,4.623,2.311,-3089701
1,17,1866,1992,6.410,3.205,-7422020
1,18,1875,1986,4.623,2.311,-6244684
1,19,1863,1980,5.734,2.867,-4273975
1,20,1851,1971,6.410,3.205,-2891295
1,21,1836,1989,10.013,5.007,-197380
1,22,1854,1995,8.108,4.054,-6768457
1,23,1860,1977,8.108,4.054,-5259329
1,24,1863,1974,1.813,0.907,-771
1,25,1857,1965,4.623,2.311,-4401198
1,26,1875,1962,7.798,3.899,-4140849
1,27,1884,1956,4.623,2.311,-10440286
1,28,1881,1935,9.065,4.533,-1285
1,29,1872,1935,3.846,1.923,-769
1,30,1872,1926,3.846,1.923,-3087131
1,31,1848,1917,10.954,5.477,-65539
1,32,1860,1932,8.209,4.105,-458753
1,33,1866,1935,2.867,1.433,-10650755
1,34,1863,1938,1.813,0.907,-259
1,35,1869,1926,5.734,2.867,-4733499
1,36,1878,1926,3.846,1.923,-5717309
1,37,1857,1914,10.336,5.168,-10715520
1,38,1845,1914,5.128,2.564,-3085851
1,39,1845,1938,10.256,5.128,-5061950
1,40,1839,1947,4.623,2.311,-4861486
1,41,1851,1929,9.245,4.623,-13476257
1,42,1839,1926,5.286,2.643,-10714493
1,43,1836,1932,2.867,1.433,-8546408
1,44,1842,1932,2.564,1.282,-2498077
1,45,1842,1926,2.564,1.282,-131846
1,46,1851,1932,4.623,2.311,-5326662
1,47,1851,1938,2.564,1.282,-197380
1,48,1851,1944,2.564,1.282,-2826788
1,49,1857,1944,2.564,1.282,-11243921
1,50,1866,1944,3.846,1.923,-66053
1,51,1878,1959,8.209,4.105,-196609
1,52,1884,1959,2.564,1.282,-4203556
1,53,1881,1950,4.054,2.027,-5192509
1,54,1881,1947,1.282,0.641,-9005932
1,55,1884,1950,1.813,0.907,-1840917
1,56,1884,1950,0.000,0.000,-14266802
1,57,1881,1953,1.813,0.907,-8675940
1,58,1881,1953,0.000,0.000,-8939112
1,59,1878,1941,5.286,2.643,-9403774
1,60,1884,1941,2.564,1.282,-1
1,61,1890,1941,2.564,1.282,-4276798
