Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1743,270,-1.000,-1.000,-9729396
1,2,1737,270,2.564,1.282,-8085859
1,3,1728,255,7.476,3.738,-11307658
1,4,1725,252,1.813,0.907,-2300187
1,5,1725,249,1.282,0.641,-5786956
1,6,1725,243,2.564,1.282,-8414308
1,7,1725,240,1.282,0.641,-11110281
1,8,1725,240,0.000,0.000,-11115158
1,9,1725,240,0.000,0.000,-6178892
1,10,1725,246,2.564,1.282,-9073013
1,11,1725,252,2.564,1.282,-8482672
1,12,1725,255,1.282,0.641,-8349031
1,13,1725,261,2.564,1.282,-4996668
1,14,1722,261,1.282,0.641,-9466485
1,15,1719,264,1.813,0.907,-5718594
1,16,1719,267,1.282,0.641,-8875888
1,17,1719,273,2.564,1.282,-9796475
1,18,1719,282,3.846,1.923,-11966617
1,19,1716,285,1.813,0.907,-9074807
1,20,1710,285,2.564,1.282,-9006959
1,21,1707,288,1.813,0.907,-7560026
1,22,1704,291,1.813,0.907,-5784646
1,23,1704,303,5.128,2.564,-6704206
1,24,1701,309,2.867,1.433,-8282209
1,25,1701,312,1.282,0.641,-10125955
1,26,1701,321,3.846,1.923,-9008501
1,27,1698,327,2.867,1.433,-10321279
1,28,1698,330,1.282,0.641,-10061191
1,29,1695,333,1.813,0.907,-9468795
1,30,1695,336,1.282,0.641,-12690853
1,31,1692,342,2.867,1.433,-6575190
1,32,1686,351,4.623,2.311,-4076083
1,33,1680,357,3.626,1.813,-3682350
1,34,1677,360,1.813,0.907,-7956328
1,35,1677,363,1.282,0.641,-12955054
1,36,1662,369,6.904,3.452,-9469052
1,37,1614,393,22.934,11.467,-3286053
1,38,1590,399,10.572,5.286,-3352875
1,39,1575,405,6.904,3.452,-4534579
1,40,1569,411,3.626,1.813,-11240582
1,41,1554,423,8.209,4.105,-10849163
1,42,1542,432,6.410,3.205,-11372938
1,43,1533,435,4.054,2.027,-11702416
1,44,1524,438,4.054,2.027,-7693156
1,45,1497,453,13.200,6.600,-8611435
1,46,1470,456,11.609,5.805,-6379863
1,47,1437,465,14.618,7.309,-9529968
1,48,1389,480,21.491,10.746,-9796475
1,49,1380,483,4.054,2.027,-11637139
1,50,1368,489,5.734,2.867,-10980749
1,51,1365,492,1.813,0.907,-8612716
1,52,1356,498,4.623,2.311,-5060664
1,53,1350,498,2.564,1.282,-9531765
1,54,1338,504,5.734,2.867,-7493720
1,55,1332,519,6.904,3.452,-9730682
1,56,1326,537,8.108,4.054,-6903640
1,57,1317,573,15.858,7.929,-5717824
1,58,1314,585,5.286,2.643,-7099223
1,59,1314,600,6.410,3.205,-8283751
1,60,1311,618,7.798,3.899,-8939626
1,61,1311,627,3.846,1.923,-6902868
1,62,1314,633,2.867,1.433,-8416364
1,63,1314,639,2.564,1.282,-8021609
1,64,1314,645,2.564,1.282,-4010290
1,65,1314,648,1.282,0.641,-3746603
1,66,1314,651,1.282,0.641,-4471096
1,67,1317,657,2.867,1.433,-4272948
1,68,1317,660,1.282,0.641,-6112582
1,69,1320,660,1.282,0.641,-3088673
1,70,1320,660,0.000,0.000,-9730684
1,71,1320,660,0.000,0.000,-7822687
1,72,1320,660,0.000,0.000,-11376022
1,73,1320,654,2.564,1.282,-6177092
1,74,1320,651,1.282,0.641,-10258311
1,75,1320,648,1.282,0.641,-7296343
1,76,1320,645,1.282,0.641,-10124926
1,77,1323,645,1.282,0.641,-9008244
1,78,1326,639,2.867,1.433,-8216675
1,79,1329,639,1.282,0.641,-7163728
1,80,1329,636,1.282,0.641,-10653067
1,81,1332,633,1.813,0.907,-8154734
1,82,1335,630,1.813,0.907,-8282468
1,83,1335,627,1.282,0.641,-9467510
1,84,1338,624,1.813,0.907,-9860212
1,85,1338,624,0.000,0.000,-6706775
1,86,1344,621,2.867,1.433,-10125953
1,87,1347,621,1.282,0.641,-4402993
1,88,1347,621,0.000,0.000,-9730168
1,89,1347,627,2.564,1.282,-9334897
1,90,1344,630,1.813,0.907,-8085857
3,1,1917,753,-1.000,-1.000,-5848895
3,2,1917,753,0.000,0.000,-6768711
3,3,1914,753,1.282,0.641,-6115149
3,4,1914,753,0.000,0.000,-4600113
3,5,1899,753,6.410,3.205,-7165786
3,6,1890,750,4.054,2.027,-8614256
3,7,1875,738,8.209,4.105,-3086104
3,8,1872,732,2.867,1.433,-7494751
3,9,1857,723,7.476,3.738,-9991800
3,10,1845,720,5.286,2.643,-5453621
3,11,1845,717,1.282,0.641,-6504771
3,12,1827,702,10.013,5.007,-7231063
3,13,1821,696,3.626,1.813,-8151911
3,14,1821,690,2.564,1.282,-6111553
3,15,1821,687,1.282,0.641,-10453891
3,16,1818,678,4.054,2.027,-1905169
3,17,1818,666,5.128,2.564,-7165268
3,18,1812,654,5.734,2.867,-6242113
3,19,1809,648,2.867,1.433,-7822685
3,20,1803,639,4.623,2.311,-9401717
3,21,1803,636,1.282,0.641,-8601672
3,22,1800,630,2.867,1.433,-7027005
3,23,1794,615,6.904,3.452,-12492448
3,24,1791,603,5.286,2.643,-6371132
3,25,1788,591,5.286,2.643,-9534588
3,26,1797,570,9.764,4.882,-7034200
3,27,1803,561,4.623,2.311,-3351843
3,28,1806,555,2.867,1.433,-9403002
3,29,1809,555,1.282,0.641,-6769229
3,30,1818,555,3.846,1.923,-10515574
3,31,1827,552,4.054,2.027,-9529193
3,32,1827,552,0.000,0.000,-9598582
3,33,1827,552,0.000,0.000,-9137259
3,34,1827,552,0.000,0.000,-7558488
3,35,1824,552,1.282,0.641,-6575441
3,36,1821,552,1.282,0.641,-8608091
3,37,1815,552,2.564,1.282,-9329505
3,38,1812,552,1.282,0.641,-9266281
3,39,1812,552,0.000,0.000,-5851977
3,40,1809,549,1.813,0.907,-3746090
3,41,1809,543,2.564,1.282,-4140848
3,42,1809,540,1.282,0.641,-7950421
3,43,1809,537,1.282,0.641,-7232092
3,44,1809,534,1.282,0.641,-4798262
3,45,1809,528,2.564,1.282,-9464173
3,46,1809,525,1.282,0.641,-9074037
3,47,1809,522,1.282,0.641,-4996671
3,48,1809,519,1.282,0.641,-8874344
3,49,1809,516,1.282,0.641,-6375241
3,50,1809,516,0.000,0.000,-7230550
3,51,1806,519,1.813,0.907,-7427927
3,52,1803,522,1.813,0.907,-11308685
3,53,1794,534,6.410,3.205,-7625308
3,54,1791,546,5.286,2.643,-9071725
3,55,1791,555,3.846,1.923,-8741733
3,56,1800,573,8.600,4.300,-7362649
3,57,1812,579,5.734,2.867,-6903125
3,58,1827,579,6.410,3.205,-6508882
3,59,1836,570,5.439,2.720,-8349029
